,Year_approx,Lake_name,Glacier_name,GL_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Lake_type,Transboundary,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Repeat
471,2015.0,Merzbacher,Southern Inylshek,GL079841E42200N,42.196,79.847,3271.0,42.46940061764706,74.87776640392157,2214.0254901960784,Ice dammed,0,Kyrgyzstan,Kyrgyzstan,Inylchek,Missing,Missing,Subglacial tunnel,1
472,2015.0,Dig Tsho,Langmoche,GL086586E27874N,27.874,86.594,4387.0,27.826144,86.664192,3534.0,Moraine dammed,1,Nepal,Koshi,Dudh Koshi,Missing,Ice avalanche,Missing,1
473,2015.0,Jin Co/Yindapu Co,Unnamed Glacier in China,GL087909E27951N,27.951,87.908,5172.0,27.988,87.951,4886.0,Moraine dammed,1,China,TAR,Pumqu,Missing,Missing,Missing,1
474,2015.0,Gargoh,Gargoh,Ephemeral,35.997077,74.665676,3887.0,36.25575128013085,74.28681623205922,2357.9821625344352,Supraglacial,0,Pakistan,Gilgit - Baltistan,Bagrot,Missing,Missing,Missing,1
475,2015.0,Lake number 1,Kargalinka,Ephemeral,43.0067,76.8477,3523.0,43.137,76.865,1350.0,Supraglacial,0,Kazakhstan,Kazakhstan,Kargaly,Missing,High temperatures,Subglacial tunnel,1
476,2015.0,Lhotse,Lhotse,Ephemeral,27.906,86.891,4978.0,27.90054,86.86313,4630.0,Supraglacial,1,Nepal,Koshi,Dudh Koshi,Missing,Missing,Supraglacial lake drainage,1
477,2015.0,Lemthang Tsho ,Unnamed Glacier in Bhutan,GL089581E28069N,28.069,89.58,4263.0,28.004,89.735,3265.0,Supraglacial,1,Bhutan,Punakha,Mo Chhu ,Missing,Intense rainfall,Missing,0
478,2015.0,Tulaco,Unnamed Glacier in China,Ephemeral,30.736667,94.253056,5040.0,30.707339,94.261859,3970.0,Supraglacial,0,China,TAR,China,Missing,Missing,Dam piping,0
479,2015.0,Bindo Gol,Bindo,Ephemeral,36.174,71.898,4572.0,36.151,71.939,3263.0,Moraine dammed,1,Pakistan,Khyber Pakhtunkhwa,Chitral,Missing,Intense rainfall; high temperatures,Missing,1
480,2015.0,Unnamed Lake in Pakistan,Unnamed Glacier in Pakistan,No lake,36.22,71.775,4068.0,36.192,71.672,2530.0,Water pocket,1,Pakistan,Khyber Pakhtunkhwa,Arkary,Missing,Missing,Missing,0
481,2015.0,Aksay,Aksay,GL079841E42200N,42.528,74.5405,3637.0,42.552627,74.483331,2255.0,Water pocket,0,Kyrgyzstan,Kyrgyzstan,Ala Archa,Missing,Missing,Missing,1
482,2015.0,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,Ephemeral,27.75944444,86.92222222,5306.0,27.753316,86.936792,4734.0,Moraine dammed,0,Nepal,Province No. 1,Dudh Koshi,Missing,Missing,Missing,0
483,2016.0,Kyagar,Unnamed Glacier in China,GL077181E35675N,35.677371,77.190788,4880.0,37.982034,76.877846,1450.0,Ice dammed,0,China,Xinjiang,Yarkant,Surging glacier,Missing,Missing,1
484,2016.0,Kyagar,Unnamed Glacier in China,GL077181E35675N,35.677371,77.190788,4880.0,37.982034,76.877846,1450.0,Ice dammed,0,China,Xinjiang,Yarkant,Surging glacier,Missing,Missing,1
485,2016.0,Gongbatongsha Co,Unnamed Glacier in China,GL086064E28078N,28.078,86.064,4624.0,27.91265,85.9234,1340.0,Moraine dammed,1,China,TAR,Poiqu,Missing,Intense rainfall,Missing,0
486,2016.0,Lhotse,Lhotse,Ephemeral,27.906,86.891,4978.0,27.90054,86.86313,4630.0,Supraglacial,1,Nepal,Koshi,Dudh Koshi,Missing,Missing,Supraglacial lake drainage,1
487,2017.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3223.0,36.439939,75.311226,3062.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
488,2017.0,Kyagar,Unnamed Glacier in China,GL077181E35675N,35.677371,77.190788,4880.0,37.982034,76.877846,1450.0,Ice dammed,0,China,Xinjiang,Yarkant,Surging glacier,Missing,Missing,1
489,2017.0,Chelektor,Unnamed Glacier in Kyrgyzstan,GL079841E42200N,42.4,74.7,3837.0,42.4131615,76.54545033333333,2787.1666666666665,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Nooruz,Missing,Missing,Overtopping,0
490,2017.0,Unnamed Lake in India,Unnamed Glacier in India,Ephemeral,34.588,76.733,5120.0,34.504,76.63,2835.0,Moraine dammed,1,India,Ladakh,Indus,Missing,Missing,Missing,0
491,2017.0,Langmale ,Barun ,GL087138E27812N,27.814,87.141,5026.0,27.72654,87.22062,3130.0,Moraine dammed,1,Nepal,Koshi,Arun,Missing,Rockfall,Missing,0
492,2017.0,Changri Shar,Changri Shar,Ephemeral,27.981275,86.818062,5200.0,27.889,86.819,4248.0,Supraglacial,1,Nepal,Koshi,Dudh Koshi,Glacier melt,Water level rise; water temperature rise,Englacial tunnel,0
493,2017.0,Unnamed Lake in China,Unnamed Glacier in China,GL098004E28718N ,28.7169,98.0036,4657.0,31.737953293750003,87.12621108125,3902.60625,Moraine dammed,0,China,TAR,China,Missing,Missing,Moraine collapse,0
494,2018.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3223.0,36.439939,75.311226,3062.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
495,2018.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3223.0,36.439939,75.311226,3062.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
496,2018.0,Kyagar,Unnamed Glacier in China,GL077181E35675N,35.677371,77.190788,4880.0,37.982034,76.877846,1450.0,Ice dammed,0,China,Xinjiang,Yarkant,Surging glacier,Missing,Missing,1
497,2018.0,Pishkandah ,Pishkandah,Ephemeral,35.471115,69.624574,4495.0,35.396,69.694,2109.0,Moraine dammed,0,Afghanistan,Panjshir,Panjshir,Glacier melt,Water level rise,Ice core thawing,0
498,2018.0,Unnamed Lake in China,Unnamed Glacier in China,GL086321E28245N,28.244,86.321,5390.0,28.219,86.283,4850.0,Moraine dammed,1,China,TAR,Rongxia,Missing,Intense rainfall,Missing,0
499,2018.0,Badswat ,Unnamed Glacier in Pakistan,Ephemeral,36.505,74.06,4024.0,36.538,74.018,2570.0,Water pocket,0,Pakistan,Gilgit - Baltistan,Ishkoman,Missing,Intense rainfall,Subglacial tunnel,0
500,2018.0,Dagongba,Unnamed Glacier in China,GL077181E35675N,29.581,101.804,4104.0,31.737953293750003,87.12621108125,3902.60625,Moraine dammed,0,China,Sichuan,Yangtze,Missing,Missing,Permafrost thaw,0
501,2019.0,Shisper ,Hassanabad I,Ephemeral,36.35594,74.572267,2605.0,36.292162,74.609227,2030.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,High temperatures,Subglacial tunnel,1
502,2019.0,Kyagar,Unnamed Glacier in China,GL077181E35675N,35.677371,77.190788,4880.0,37.982034,76.877846,1450.0,Ice dammed,0,China,Xinjiang,Yarkant,Surging glacier,Missing,Missing,1
503,2019.0,Toguz-Bulak,Toguz-Bulak,GL077267E41978N,41.977646,77.266932,3764.0,42.46940061764706,74.87776640392157,2214.0254901960784,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Toguzbulak,Missing,Missing,Ice core thawing,0
504,2019.0,Thorthormi,Thorthormi,GL090263E28106N,28.106,90.263,4451.0,28.085,90.206,4126.0,Moraine dammed,1,Bhutan,Punakha,Pho Chhu ,Glacier melt,"Ice avalanche, water level rise",Moraine collapse,0
505,2019.0,Rogheli,Rogheli,Ephemeral,35.853,71.968,4490.0,35.938,71.98,1950.0,Supraglacial,1,Pakistan,Khyber Pakhtunkhwa,Chitral ,Missing,Intense rainfall; high temperatures,Supraglacial lake drainage,1
506,2019.0,Lake number 1,Kargalinka,Ephemeral,43.0067,76.8477,3523.0,43.137,76.865,1350.0,Supraglacial,0,Kazakhstan,Kazakhstan,Kargaly,Missing,High temperatures,Subglacial tunnel,1
507,2020.0,Shisper ,Hassanabad I,Ephemeral,36.35594,74.572267,2605.0,36.292162,74.609227,2030.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,High temperatures,Subglacial tunnel,1
508,2020.0,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL081664E30164N,30.164,81.665,4907.0,30.163,81.681,4592.0,Moraine dammed,1,Nepal,Karnali,Humla,Missing,Missing,Missing,0
509,2020.0,Jinwuco,Jinwu ,GL093631E30357N,30.356,93.631,4447.0,31.45674792956606,87.28354125501943,3898.2077396373056,Moraine dammed,0,China,TAR,Yigong Zangbo,Missing,High temperatures; intense rainfall; landslide,Missing,0
510,2020.0,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,30.421,94.53,3960.0,30.307,94.622,2540.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
511,2020.0,Rogheli,Rogheli,Ephemeral,35.853,71.968,4490.0,35.938,71.98,1950.0,Supraglacial,1,Pakistan,Khyber Pakhtunkhwa,Chitral,Missing,Intense rainfall; high temperatures,Supraglacial lake drainage,1
512,2020.0,Yarkhun,Yarkhun,Ephemeral,36.85265,73.02295,4937.0,36.797274,73.034496,3170.0,Moraine dammed,1,Pakistan,Khyber Pakhtunkhwa,Chitral,Glacier melt,Missing,Missing,0
513,2021.0,Shisper ,Hassanabad I,Ephemeral,36.35594,74.572267,2605.0,36.292162,74.609227,2030.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,High temperatures,Subglacial tunnel,1
514,2021.0,Khurdopin ,Khurdopin ,Ephemeral,36.344239,75.474953,3223.0,36.439939,75.311226,3062.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Missing,Subglacial tunnel,1
515,2021.0,Unnamed Lake in Pakistan,Unnamed Glacier in Pakistan,Ephemeral,36.326525,73.685255,4475.0,36.31052,73.63792,2646.0,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Ghizer,Missing,Missing,Supraglacial lake drainage,0
516,2021.0,Rumbak,Unnamed Glacier in India,Ephemeral,33.999709,77.422315,5254.0,34.07,77.418,3726.0,Moraine dammed,1,India,Ladakh,Upper Indus,Missing,Missing,Missing,0
517,2021.0,Pemdang Pokhari,Unnamed Glacier in Nepal,GL085514E28131N,28.131,85.515,4774.0,28.105,85.544,3648.0,Moraine dammed,1,Nepal,Bagmati,Melamchi,Missing,Intense rainfall,Missing,0
518,2021.0,Bam Tanab ,Bam Tanab ,Ephemeral,35.46015,69.63869,4416.0,35.396,69.694,2109.0,Supraglacial,0,Afghanistan,Panjshir,Panjshir,Glacier melt,Water level rise,Englacial tunnel,0
519,2022.0,Shisper ,Hassanabad I,Ephemeral,36.35594,74.572267,2605.0,36.292162,74.609227,2030.0,Ice dammed,0,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,High temperatures,Subglacial tunnel,1
520,2023.0,South Lonak,Unnamed Glacier in India,Ephemeral,27.9121,88.1926,5228.0,27.24227,88.477092,370.0,Moraine dammed,0,India,Sikkim,Teesta,Glacier melt,"Intense rainfall, permafrost thaw","Landslide, Moraine failure",0
521,2023.0,Thorthormi,Thorthormi,GL090263E28106N,28.106,90.263,4451.0,28.085,90.206,4126.0,Moraine dammed,1,Bhutan,Punakha,Pho Chhu ,Glacier melt,Ice avalanche,Moraine collapse,0
522,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL082034E31103N,31.10278,82.034073,5700.0,31.124,82.047,5363.0,Bedrock,0,China,TAR,China,Missing,Missing,Missing,0
523,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL083026E30840N,30.840737,83.026153,5846.0,30.834,83.026,5680.0,Bedrock,0,China,TAR,China,Missing,Missing,Missing,0
524,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,29.207733,89.598351,5201.0,29.188,89.609,4540.0,Bedrock,0,China,TAR,China,Missing,Missing,Missing,0
525,1980.7894736842106,Unnamed Lake in Bhutan,Unnamed Glacier in Bhutan,GL090254E27813N,27.813168,90.254283,4827.0,27.81079,90.2478,4785.0,Bedrock,1,Bhutan,Wangduephodrang,Mangde Chhu,Missing,Missing,Missing,0
526,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL096869E29738N,29.737813,96.871129,5202.0,29.74,96.877,5080.0,Bedrock,0,China,TAR,Yigong Zangbo,Missing,Missing,Missing,0
527,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL096948E29729N,29.728628,96.947644,5301.0,29.725,96.951,5235.0,Bedrock,0,China,TAR,Yigong Zangbo,Missing,Missing,Missing,0
528,1954.4,Unnamed Lake in Pakistan,Unnamed Glacier in Pakistan,GL072121E35828N,35.827314,72.122001,3669.0,36.09599818181818,73.80901454545454,2070.6363636363635,Moraine dammed,1,Pakistan,Gilgit - Baltistan,Upper Indus,Missing,Missing,Missing,0
529,1969.2222222222222,Unnamed Lake in Tajikistan,Unnamed Glacier in Tajikistan,GL072206E38403N,38.403423,72.206434,4188.0,38.407,72.197,3920.0,Moraine dammed,0,Tajikistan,Gorno-Badakhshan,Pyanj,Missing,Missing,Missing,0
530,1969.2222222222222,Unnamed Lake in Tajikistan,Unnamed Glacier in Tajikistan,GL071728E37219N,37.637415,72.361715,4643.0,37.701,72.397,3200.0,Moraine dammed,0,Tajikistan,Gorno-Badakhshan,Shugnan,Missing,Missing,Missing,0
531,2017.3333333333333,Unnamed Lake in Afghanistan,Unnamed Glacier in Afghanistan,GL073205E35652N,35.652003,73.204706,3705.0,35.639,73.217,3325.0,Moraine dammed,0,Afghanistan,Kunar,Kunar,Missing,Missing,Missing,0
532,2003.0,Unnamed Lake in Pakistan,Unnamed Glacier in Pakistan,Ephemeral,36.61,73.9,3785.0,36.09599818181818,73.80901454545454,2070.6363636363635,Moraine dammed,0,Pakistan,Gilgit - Baltistan,Indus,Missing,Missing,Missing,0
533,1969.357142857143,Unnamed Lake in Kyrgyzstan,Unnamed Glacier in Kyrgyzstan,GL075034E42517N,42.521665,75.033408,3536.0,42.621,75.038,1472.0,Moraine dammed,1,Kyrgyzstan,Kyrgyzstan,Syn Tash,Missing,Missing,Missing,0
534,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,Ephemeral,33.81142,76.389706,4965.0,33.83,76.414,4044.0,Moraine dammed,0,India,Ladakh,Zanskar,Missing,Missing,Missing,0
535,1979.6666666666667,Unnamed Lake in Kazakhstan,Unnamed Glacier in Kazakhstan,GL076738E42925N,42.92508,76.73848,3722.0,42.925,76.734,3660.0,Moraine dammed,0,Kazakhstan,Kazakhstan,Kazakhstan,Missing,Missing,Missing,0
536,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,Ephemeral,33.020461,76.742032,5000.0,33.01,76.695,3828.0,Moraine dammed,0,India,Ladakh,Chenab,Missing,Missing,Missing,0
537,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,GL076744E32211N,32.210397,76.744014,4120.0,32.215,76.738,3875.0,Moraine dammed,0,India,Ladakh,Chenab,Missing,Missing,Missing,0
538,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,No lake,32.538097,76.748413,4457.0,32.516,76.757,3543.0,Moraine dammed,0,India,Ladakh,Chenab,Missing,Missing,Missing,0
539,1969.357142857143,Unnamed Lake in Kyrgyzstan,Unnamed Glacier in Kyrgyzstan,GL076767E42944N,42.944737,76.767841,3791.0,42.929,76.785,3489.0,Moraine dammed,1,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Missing,Missing,Missing,0
540,1969.357142857143,Unnamed Lake in Kyrgyzstan,Unnamed Glacier in Kyrgyzstan,GL076771E42943N,42.943674,76.771749,3746.0,42.929,76.785,3489.0,Moraine dammed,1,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Missing,Missing,Missing,0
541,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,GL076822E32222N,32.223025,76.822475,4183.0,32.279,76.838,3142.0,Moraine dammed,0,India,Ladakh,Chenab,Missing,Missing,Missing,0
542,1969.357142857143,Unnamed Lake in Kyrgyzstan,Unnamed Glacier in Kyrgyzstan,Ephemeral,41.943,76.902,3550.0,41.969834,76.909818,3060.0,Moraine dammed,0,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Missing,Missing,Missing,0
543,1979.6666666666667,Unnamed Lake in Kazakhstan,Unnamed Glacier in Kazakhstan,GL077479E43108N,43.108803,77.47998,3414.0,43.112,77.482,3360.0,Moraine dammed,0,Kazakhstan,Kazakhstan,Kazakhstan,Missing,Missing,Missing,0
544,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,Ephemeral,31.748786,78.116984,4959.0,31.744,78.12,4666.0,Moraine dammed,0,India,Ladakh,Sutlej,Missing,Missing,Missing,0
545,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,GL078333E33956N,33.956301,78.333376,5448.0,33.969974,78.379429,4300.0,Moraine dammed,0,India,Ladakh,Indus,Missing,Missing,Missing,0
546,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,Ephemeral,33.12619,78.412649,5597.0,30.625491041666667,82.706365625,4076.125,Moraine dammed,1,India,Ladakh,Upper Indus,Missing,Missing,Missing,0
547,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL079164E31187N,31.186,79.166,5473.0,31.173,79.193,4580.0,Moraine dammed,0,China,TAR,Bhagirathi,Missing,Missing,Missing,0
548,1979.6666666666667,Unnamed Lake in Kazakhstan,Unnamed Glacier in Kazakhstan,GL080152E42353N,42.353622,80.153057,3731.0,42.369,80.153,3460.0,Moraine dammed,0,Kazakhstan,Kazakhstan,Kazakhstan,Missing,Missing,Missing,0
549,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL080611E44560N,44.560848,80.611643,3423.0,44.567,80.672,2558.0,Moraine dammed,0,China,Xinjiang,China,Missing,Missing,Missing,0
550,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,GL080628E30357N,30.357,80.628,4835.0,30.356,80.648,4508.0,Moraine dammed,1,India,Uttarakhand,Dhauliganga,Missing,Missing,Missing,0
551,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL080986E42576N,42.576698,80.986319,3668.0,42.58,81.025,3060.0,Moraine dammed,0,China,China,China,Missing,Missing,Missing,0
552,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,42.463802,81.011925,3694.0,42.471,81.02,3464.0,Moraine dammed,0,China,China,China,Missing,Missing,Missing,0
553,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,Ephemeral,30.159,81.034,4655.0,30.157,81.03,4547.0,Moraine dammed,1,Nepal,Karnali,Dhauliganga,Missing,Missing,Missing,0
554,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,Ephemeral,30.03,81.295,5136.0,30.02,81.289,4748.0,Moraine dammed,1,Nepal,Karnali,West Seti,Missing,Missing,Missing,0
555,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL081332E42664N,42.664,81.33,3380.0,42.672,81.349,3040.0,Moraine dammed,0,China,China,China,Missing,Missing,Missing,0
556,1976.0,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL081578E29898N,29.897,81.578,3581.0,29.895,81.616,3518.0,Moraine dammed,1,Nepal,Karnali,Humla,Missing,Missing,Missing,0
557,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL082044E29994N,29.994,82.044,4716.0,30.0,81.992,3256.0,Moraine dammed,1,Nepal,Karnali,Humla,Missing,Missing,Missing,0
558,2015.0,Zangla Co East,Unnamed Glacier in China,GL082199E30310N,30.31,82.2,5534.0,30.359,82.26,4995.0,Moraine dammed,1,China,TAR,Maquan,Missing,Missing,Missing,0
559,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,Ephemeral,29.875,82.451,5285.0,29.874,82.447,5200.0,Moraine dammed,1,Nepal,Karnali,Humla,Missing,Missing,Missing,0
560,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,No lake,28.816,83.12,5139.0,28.821,83.136,4633.0,Moraine dammed,1,Nepal,Karnali,Bheri,Missing,Missing,Missing,0
561,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL083234E29647N,29.646926,83.233898,5564.0,29.707,83.259,4728.0,Moraine dammed,0,China,TAR,Maquan,Missing,Missing,Missing,0
562,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL083356E44121N,44.120257,83.357924,3276.0,44.148,83.361,2790.0,Moraine dammed,0,China,Xinjiang,China,Missing,Missing,Missing,0
563,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL083521E29359N,29.359,83.521,5641.0,29.377,83.548,5150.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
564,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL083744E29198N,29.198,83.744,5806.0,29.177,83.756,5380.0,Moraine dammed,1,Nepal,Gandaki,Kali Gandaki,Missing,Missing,Missing,0
565,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL083997E28745N,28.744,83.997,4911.0,28.74,83.987,4529.0,Moraine dammed,1,Nepal,Gandaki,Marsyangdi,Missing,Missing,Missing,0
566,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL084491E43776N,43.7764,84.4922,3264.0,43.834,84.466,2220.0,Moraine dammed,0,China,Xinjiang,China,Missing,Missing,Missing,0
567,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL084503E29972N,29.972678,84.503318,5721.0,29.974,84.513,5450.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
568,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,29.851044,84.625718,5755.0,29.856,84.632,5551.0,Moraine dammed,0,China,TAR,Yarlung Zangbo,Missing,Missing,Missing,0
569,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL084876E29976N,29.976913,84.876052,5946.0,29.971,84.879,5755.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
570,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL085101E43368N,43.368026,85.101912,3248.0,43.363,85.145,2995.0,Moraine dammed,0,China,Xinjiang,China,Missing,Missing,Missing,0
571,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,28.688,85.102,5138.0,28.689,85.097,4995.0,Moraine dammed,1,China,TAR,Budhi Gandaki,Missing,Missing,Missing,0
572,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,No lake,28.689,85.105,5168.0,28.691,85.102,5078.0,Moraine dammed,1,China,TAR,Budhi Gandaki,Missing,Missing,Missing,0
573,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL085186E43653N,43.652636,85.186456,3780.0,43.655,85.206,3220.0,Moraine dammed,0,China,Xinjiang,China,Missing,Missing,Missing,0
574,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL085424E28553N,28.553,85.424,4701.0,28.534,85.408,4245.0,Moraine dammed,1,China,TAR,Gyirong,Missing,Missing,Missing,0
575,1995.0,Zhalonggabu,Zhalonggabu,GL077181E35675N,28.662,85.476,5204.0,28.703,85.553,4743.0,Moraine dammed,0,China,TAR,Gyirong,Missing,Ice avalanche,Missing,0
576,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL085522E28504N,28.504,85.522,5249.0,28.493,85.533,4774.0,Moraine dammed,1,China,TAR,Gyirong,Missing,Missing,Missing,0
577,1980.2242990654206,Guoluo,Guoluo,GL085635E28496N,28.501,85.644,5284.0,28.53,85.66,5222.0,Moraine dammed,0,China,TAR,Pelkhu,Missing,Debris flow,Missing,0
578,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL085643E29692N,29.691925,85.643267,5526.0,29.692,85.639,5490.0,Moraine dammed,0,China,TAR,Dogxung Zangbo,Missing,Missing,Missing,0
579,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL085866E28168N,28.1681,85.8659,4692.0,28.176,85.894,4337.0,Moraine dammed,1,China,TAR,Poiqu,Missing,Missing,Missing,0
580,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL085871E28195N,28.1947,85.8716,4624.0,28.203,85.886,4156.0,Moraine dammed,1,China,TAR,Poiqu,Missing,Missing,Missing,0
581,2002.0,Dareco South,Unnamed Glacier in China,GL085919E28139N,28.138056,85.918889,4858.0,28.165,85.923,4385.0,Moraine dammed,1,China,TAR,Poiqu,Missing,Ice avalanche,Missing,0
582,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL085930E28321N,28.3215,85.9306,5308.0,28.328,85.933,5230.0,Moraine dammed,1,China,TAR,Poiqu,Missing,Missing,Missing,0
583,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL086170E28178N,28.1784,86.1704,5106.0,28.112,86.171,3731.0,Moraine dammed,1,China,TAR,Poiqu,Missing,Missing,Missing,0
584,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,29.310786,86.337927,5777.0,29.313,86.339,5670.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
585,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL086387E29314N,29.314238,86.387598,5639.0,29.297,86.409,5380.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
586,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL086417E27950N,27.9498,86.4174,4989.0,28.04332,86.3108,3277.0,Moraine dammed,1,China,TAR,Rongxia,Missing,Missing,Missing,0
587,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL086422E27932N,27.9319,86.4225,4987.0,28.04068,86.32168,3290.0,Moraine dammed,1,China,TAR,Rongxia,Missing,Missing,Missing,0
588,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL086433E27939N,27.9384,86.4324,5051.0,28.04068,86.32168,3290.0,Moraine dammed,1,China,TAR,Rongxia,Missing,Missing,Missing,0
589,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL086434E27929N,27.93,86.4335,5031.0,28.04068,86.32168,3290.0,Moraine dammed,1,China,TAR,Rongxia,Missing,Missing,Missing,0
590,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL086456E28064N,28.064,86.4559,5216.0,28.059,86.452,5111.0,Moraine dammed,1,China,TAR,Rongxia,Missing,Missing,Missing,0
591,1980.2242990654206,Yanong,Yanong,GL086548E28133N,28.1332,86.5481,5251.0,28.128,86.546,5100.0,Moraine dammed,1,China,TAR,Rongxia,Missing,Missing,Missing,0
592,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL086590E27781N,27.7812,86.5898,5065.0,27.779,86.592,4978.0,Moraine dammed,1,Nepal,Koshi,Dudh Koshi,Missing,Missing,Missing,0
593,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL086745E27921N,27.9205,86.7452,4883.0,27.91,86.721,4304.0,Moraine dammed,1,Nepal,Koshi,Dudh Koshi,Missing,Missing,Missing,0
594,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL086778E27952N,27.9518,86.7779,5012.0,27.95,86.774,4926.0,Moraine dammed,1,Nepal,Koshi,Dudh Koshi,Missing,Missing,Missing,0
